Time(ms),Voltage(mV),Current(nA),Energy(uJ)
4490,3300,6.3101e+006,96356.7
4490.5,3300,6.3101e+006,96367.4
4491,3300,6.3101e+006,96378
4491.5,3300,6.4701e+006,96388.7
4492,3300,6.4701e+006,96399.4
4492.5,3300,6.4701e+006,96410.5
4493,3300,6.4701e+006,96420.8
4493.5,3300,6.4701e+006,96431.4
4494,3300,6.4701e+006,96442.1
4494.5,3300,6.4701e+006,96452.8
4495,3300,6.4701e+006,96463.1
4495.5,3300,6.4701e+006,96473.7
4496,3300,6.3901e+006,96484.4
4496.5,3300,6.3901e+006,96495.1
4497,3300,6.3901e+006,96506.2
4497.5,3300,6.63e+006,96517.2
4498,3300,6.63e+006,96528.3
4498.5,3300,6.63e+006,96539
4499,3300,6.71e+006,96550.4
4499.5,3300,6.71e+006,96561.5
4500,3300,6.71e+006,96572.6
4500.5,3300,6.79e+006,96584.1
4501,3300,6.79e+006,96595.1
4501.5,3300,6.79e+006,96606.6
4502,3300,6.79e+006,96617.7
4502.5,3300,6.79e+006,96628.7
4503,3300,6.79e+006,96639.8
4503.5,3300,6.63e+006,96650.5
4504,3300,6.63e+006,96660.8
4504.5,3300,6.63e+006,96671
4505,3300,6.3101e+006,96681.7
4505.5,3300,6.3101e+006,96692
4506,3300,6.3101e+006,96701.9
4506.5,3300,6.2301e+006,96712.6
4507,3300,6.2301e+006,96723.2
4507.5,3300,6.2301e+006,96733.9
4508,3300,6.55e+006,96745
4508.5,3300,6.55e+006,96755.7
4509,3300,6.55e+006,96766.3
4509.5,3300,6.55e+006,96777.4
4510,3300,6.55e+006,96788.1
4510.5,3300,6.55e+006,96798.8
4511,3300,6.4701e+006,96809.4
4511.5,3300,6.4701e+006,96820.1
4512,3300,6.4701e+006,96831.2
4512.5,3300,6.55e+006,96841.9
4513,3300,6.55e+006,96852.5
4513.5,3300,6.55e+006,96862.8
4514,3300,6.3901e+006,96873.5
4514.5,3300,6.3901e+006,96884.2
4515,3300,6.3901e+006,96894.8
4515.5,3300,6.55e+006,96905.9
4516,3300,6.55e+006,96917
4516.5,3300,6.55e+006,96928.4
4517,3300,6.9499e+006,96940.3
4517.5,3300,6.9499e+006,96951.8
4518,3300,6.9499e+006,96963.2
4518.5,3300,7.0299e+006,96975.1
4519,3300,7.0299e+006,96986.2
4519.5,3300,7.0299e+006,96996.9
4520,3300,6.55e+006,97007.5
4520.5,3300,6.55e+006,97018.2
4521,3300,6.55e+006,97028.9
4521.5,3300,6.4701e+006,97039.6
4522,3300,6.4701e+006,97049.8
4522.5,3300,6.4701e+006,97060.1
4523,3300,6.1502e+006,97070
4523.5,3300,6.1502e+006,97080.7
4524,3300,6.1502e+006,97091
4524.5,3300,6.3901e+006,97101.6
4525,3300,6.3901e+006,97111.9
4525.5,3300,6.3901e+006,97122.6
4526,3300,6.3101e+006,97132.9
4526.5,3300,6.3101e+006,97143.9
4527,3300,6.3101e+006,97154.6
4527.5,3300,6.55e+006,97165.3
4528,3300,6.55e+006,97176.4
4528.5,3300,6.55e+006,97187
4529,3300,6.63e+006,97198.1
4529.5,3300,6.63e+006,97208.8
4530,3300,6.63e+006,97219.5
4530.5,3300,6.4701e+006,97230.1
4531,3300,6.4701e+006,97240.8
4531.5,3300,6.4701e+006,97251.9
4532,3300,6.71e+006,97263.3
4532.5,3300,6.71e+006,97274.4
4533,3300,6.71e+006,97285.9
4533.5,3300,6.79e+006,97297
4534,3300,6.79e+006,97308
4534.5,3300,6.79e+006,97319.1
4535,3300,6.71e+006,97330.2
4535.5,3300,6.71e+006,97341.6
4536,3300,6.71e+006,97352.7
4536.5,3300,6.71e+006,97363.4
4537,3300,6.71e+006,97374.5
4537.5,3300,6.71e+006,97385.5
4538,3300,6.63e+006,97396.2
4538.5,3300,6.63e+006,97406.9
4539,3300,6.63e+006,97417.2
4539.5,3300,6.3101e+006,97427.4
4540,3300,6.3101e+006,97437.7
4540.5,3300,6.3101e+006,97448.4
4541,3300,6.3901e+006,97459.1
4541.5,3300,6.3901e+006,97469.7
4542,3300,6.3901e+006,97480.4
4542.5,3300,6.4701e+006,97491.1
4543,3300,6.4701e+006,97501.4
4543.5,3300,6.4701e+006,97512.1
4544,3300,6.3101e+006,97522.3
4544.5,3300,6.3101e+006,97533
4545,3300,6.3101e+006,97543.3
4545.5,3300,6.3901e+006,97554
4546,3300,6.3901e+006,97564.2
4546.5,3300,6.3901e+006,97575.3
4547,3300,6.4701e+006,97586
4547.5,3300,6.4701e+006,97596.7
4548,3300,6.4701e+006,97608.1
4548.5,3300,6.79e+006,97619.6
4549,3300,6.79e+006,97630.7
4549.5,3300,6.79e+006,97642.1
4550,3300,6.8699e+006,97653.6
4550.5,3300,6.8699e+006,97664.7
4551,3300,6.8699e+006,97676.1
4551.5,3300,6.8699e+006,97687.6
4552,3300,6.8699e+006,97698.7
4552.5,3300,6.8699e+006,97709.8
4553,3300,6.63e+006,97720.4
4553.5,3300,6.63e+006,97730.7
4554,3300,6.63e+006,97741.4
4554.5,3300,6.3901e+006,97752.1
4555,3300,6.3901e+006,97761.9
4555.5,3300,6.3901e+006,97772.2
4556,3300,6.1502e+006,97782.5
4556.5,3300,6.1502e+006,97793.6
4557,3300,6.1502e+006,97804.6
4557.5,3300,6.71e+006,97815.7
4558,3300,6.71e+006,97826.4
4558.5,3300,6.71e+006,97837.5
4559,3300,6.55e+006,97848.1
4559.5,3300,6.55e+006,97858.4
4560,3300,6.55e+006,97869.1
4560.5,3300,6.3901e+006,97879.8
4561,3300,6.3901e+006,97890.4
4561.5,3300,6.3901e+006,97901.1
4562,3300,6.4701e+006,97911.8
4562.5,3300,6.4701e+006,97922.1
4563,3300,6.4701e+006,97932.8
4563.5,3300,6.3901e+006,97943.4
4564,3300,6.3901e+006,97953.7
4564.5,3300,6.3901e+006,97964.4
4565,3300,6.4701e+006,97975.5
4565.5,3300,6.4701e+006,97986.5
4566,3300,6.4701e+006,97998
4566.5,3300,6.8699e+006,98009.5
4567,3300,6.8699e+006,98020.5
4567.5,3300,6.8699e+006,98032
4568,3300,6.9499e+006,98043.9
4568.5,3300,6.9499e+006,98054.9
4569,3300,6.9499e+006,98066
4569.5,3300,6.63e+006,98076.7
4570,3300,6.63e+006,98087.4
4570.5,3300,6.63e+006,98098
4571,3300,6.4701e+006,98108.7
4571.5,3300,6.4701e+006,98119
4572,3300,6.4701e+006,98129.7
4572.5,3300,6.3101e+006,98139.9
4573,3300,6.3101e+006,98150.6
4573.5,3300,6.3101e+006,98161.3
4574,3300,6.3901e+006,98171.6
4574.5,3300,6.3901e+006,98182.3
4575,3300,6.3901e+006,98192.5
4575.5,3300,6.3901e+006,98203.2
4576,3300,6.3901e+006,98213.9
4576.5,3300,6.3901e+006,98225
4577,3300,6.63e+006,98236
4577.5,3300,6.63e+006,98247.1
4578,3300,6.63e+006,98257.8
4578.5,3300,6.63e+006,98268.8
4579,3300,6.63e+006,98279.5
4579.5,3300,6.63e+006,98289.8
4580,3300,6.3901e+006,98300.5
4580.5,3300,6.3901e+006,98311.2
4581,3300,6.3901e+006,98322.2
4581.5,3300,6.71e+006,98333.7
4582,3300,6.71e+006,98344.8
4582.5,3300,6.71e+006,98355.8
4583,3300,6.71e+006,98366.9
4583.5,3300,6.71e+006,98378
4584,3300,6.71e+006,98389
4584.5,3300,6.71e+006,98400.1
4585,3300,6.71e+006,98411.2
4585.5,3300,6.71e+006,98421.9
4586,3300,6.55e+006,98432.5
4586.5,3300,6.55e+006,98443.2
4587,3300,6.55e+006,98453.9
4587.5,3300,6.55e+006,98465
4588,3300,6.55e+006,98475.2
4588.5,3300,6.55e+006,98485.5
4589,3300,6.3101e+006,98496.2
4589.5,3300,6.3101e+006,98506.9
4590,3300,6.3101e+006,98517.5
4590.5,3300,6.55e+006,98528.6
4591,3300,6.55e+006,98539.3
4591.5,3300,6.55e+006,98550
4592,3300,6.4701e+006,98560.6
4592.5,3300,6.4701e+006,98571.3
4593,3300,6.4701e+006,98582
4593.5,3300,6.4701e+006,98592.7
4594,3300,6.4701e+006,98603
4594.5,3300,6.4701e+006,98613.6
4595,3300,6.3901e+006,98624.3
4595.5,3300,6.3901e+006,98634.6
4596,3300,6.3901e+006,98645.3
4596.5,3300,6.4701e+006,98656.3
4597,3300,6.4701e+006,98667.4
4597.5,3300,6.4701e+006,98678.9
4598,3300,6.8699e+006,98690.3
4598.5,3300,6.8699e+006,98701.8
4599,3300,6.8699e+006,98713.3
4599.5,3300,6.8699e+006,98724.3
4600,3300,6.8699e+006,98735.4
4600.5,3300,6.8699e+006,98746.9
4601,3300,6.79e+006,98758
4601.5,3300,6.79e+006,98769.4
4602,3300,6.79e+006,98779.7
4602.5,3300,6.55e+006,98790.4
4603,3300,6.55e+006,98801.1
4603.5,3300,6.55e+006,98811.3
4604,3300,6.3101e+006,98821.6
4604.5,3300,6.3101e+006,98831.5
4605,3300,6.3101e+006,98841.8
4605.5,3300,6.1502e+006,98852.1
4606,3300,6.1502e+006,98862.7
4606.5,3300,6.1502e+006,98873.4
4607,3300,6.55e+006,98884.5
4607.5,3300,6.55e+006,98895.2
4608,3300,6.55e+006,98906.2
4608.5,3300,6.55e+006,98916.9
4609,3300,6.55e+006,98927.6
4609.5,3300,6.55e+006,98938.6
4610,3300,6.55e+006,98949.3
4610.5,3300,6.55e+006,98960
4611,3300,6.55e+006,98970.7
4611.5,3300,6.4701e+006,98981.4
4612,3300,6.4701e+006,98992
4612.5,3300,6.4701e+006,99002.7
4613,3300,6.4701e+006,99013.4
4613.5,3300,6.4701e+006,99024.1
4614,3300,6.4701e+006,99035.5
4614.5,3300,6.63e+006,99046.2
4615,3300,6.63e+006,99057.3
4615.5,3300,6.63e+006,99068.7
4616,3300,6.79e+006,99079.8
4616.5,3300,6.79e+006,99091.3
4617,3300,6.79e+006,99103.1
4617.5,3300,7.0299e+006,99114.6
4618,3300,7.0299e+006,99126.1
4618.5,3300,7.0299e+006,99137.1
4619,3300,6.63e+006,99147.4
4619.5,3300,6.63e+006,99158.1
4620,3300,6.63e+006,99168.8
4620.5,3300,6.3901e+006,99179.1
4621,3300,6.3901e+006,99189.3
4621.5,3300,6.3901e+006,99199.6
4622,3300,6.3101e+006,99210.3
4622.5,3300,6.3101e+006,99220.6
4623,3300,6.3101e+006,99231.2
4623.5,3300,6.3901e+006,99241.9
4624,3300,6.3901e+006,99252.2
4624.5,3300,6.3901e+006,99262.5
4625,3300,6.3101e+006,99273.2
4625.5,3300,6.3101e+006,99283.4
4626,3300,6.3101e+006,99294.1
4626.5,3300,6.3901e+006,99304.8
4627,3300,6.3901e+006,99315.9
4627.5,3300,6.3901e+006,99326.5
4628,3300,6.63e+006,99337.6
4628.5,3300,6.63e+006,99348.3
4629,3300,6.63e+006,99359
4629.5,3300,6.55e+006,99370
4630,3300,6.55e+006,99380.7
4630.5,3300,6.55e+006,99392.2
4631,3300,6.71e+006,99403.2
4631.5,3300,6.71e+006,99414.7
4632,3300,6.71e+006,99426.2
4632.5,3300,6.8699e+006,99437.2
4633,3300,6.8699e+006,99448.7
4633.5,3300,6.8699e+006,99459.8
4634,3300,6.79e+006,99470.9
4634.5,3300,6.79e+006,99481.9
4635,3300,6.79e+006,99492.2
4635.5,3300,6.4701e+006,99502.9
4636,3300,6.4701e+006,99513.6
4636.5,3300,6.4701e+006,99524.2
4637,3300,6.55e+006,99535.3
4637.5,3300,6.55e+006,99545.6
4638,3300,6.55e+006,99556.7
4638.5,3300,6.3901e+006,99566.9
4639,3300,6.3901e+006,99577.6
4639.5,3300,6.3901e+006,99588.3
4640,3300,6.4701e+006,99599
4640.5,3300,6.4701e+006,99609.6
4641,3300,6.4701e+006,99620.3
4641.5,3300,6.4701e+006,99631
4642,3300,6.4701e+006,99641.7
4642.5,3300,6.4701e+006,99651.9
4643,3300,6.3901e+006,99662.6
4643.5,3300,6.3901e+006,99673.3
4644,3300,6.3901e+006,99683.6
4644.5,3300,6.3101e+006,99693.9
4645,3300,6.3101e+006,99704.5
4645.5,3300,6.3101e+006,99714.8
4646,3300,6.3901e+006,99725.5
4646.5,3300,6.3901e+006,99736.6
4647,3300,6.3901e+006,99748
4647.5,3300,6.8699e+006,99759.5
4648,3300,6.8699e+006,99771
4648.5,3300,6.8699e+006,99782.4
4649,3300,6.9499e+006,99793.9
4649.5,3300,6.9499e+006,99805
4650,3300,6.9499e+006,99816.4
4650.5,3300,6.8699e+006,99827.9
4651,3300,6.8699e+006,99838.6
4651.5,3300,6.8699e+006,99849.6
4652,3300,6.55e+006,99860.3
4652.5,3300,6.55e+006,99871
4653,3300,6.55e+006,99881.3
4653.5,3300,6.3101e+006,99891.6
4654,3300,6.3101e+006,99901.8
4654.5,3300,6.3101e+006,99912.1
4655,3300,6.2301e+006,99922.4
4655.5,3300,6.2301e+006,99933.1
4656,3300,6.2301e+006,99943.8
4656.5,3300,6.55e+006,99954.8
4657,3300,6.55e+006,99965.9
4657.5,3300,6.55e+006,99977
4658,3300,6.63e+006,99987.6
4658.5,3300,6.63e+006,99998.7
4659,3300,6.63e+006,100009
4659.5,3300,6.55e+006,100020
4660,3300,6.55e+006,100030
4660.5,3300,6.55e+006,100041
4661,3300,6.3901e+006,100052
4661.5,3300,6.3901e+006,100062
4662,3300,6.3901e+006,100073
4662.5,3300,6.4701e+006,100084
4663,3300,6.4701e+006,100094
4663.5,3300,6.4701e+006,100105
4664,3300,6.63e+006,100117
4664.5,3300,6.63e+006,100128
4665,3300,6.63e+006,100139
4665.5,3300,6.71e+006,100150
4666,3300,6.71e+006,100161
4666.5,3300,6.71e+006,100173
4667,3300,6.8699e+006,100184
4667.5,3300,6.8699e+006,100195
4668,3300,6.8699e+006,100206
4668.5,3300,6.63e+006,100217
4669,3300,6.63e+006,100227
4669.5,3300,6.63e+006,100238
4670,3300,6.3901e+006,100248
4670.5,3300,6.3901e+006,100259
4671,3300,6.3901e+006,100269
4671.5,3300,6.3901e+006,100280
4672,3300,6.3901e+006,100291
4672.5,3300,6.3901e+006,100301
4673,3300,6.4701e+006,100312
4673.5,3300,6.4701e+006,100323
4674,3300,6.4701e+006,100333
4674.5,3300,6.3901e+006,100343
4675,3300,6.3901e+006,100354
4675.5,3300,6.3901e+006,100365
4676,3300,6.4701e+006,100376
4676.5,3300,6.4701e+006,100386
4677,3300,6.4701e+006,100397
4677.5,3300,6.63e+006,100408
4678,3300,6.63e+006,100419
4678.5,3300,6.63e+006,100430
4679,3300,6.55e+006,100441
4679.5,3300,6.55e+006,100452
4680,3300,6.55e+006,100463
4680.5,3300,6.79e+006,100474
4681,3300,6.79e+006,100485
4681.5,3300,6.79e+006,100497
4682,3300,6.79e+006,100508
4682.5,3300,6.79e+006,100519
4683,3300,6.79e+006,100530
4683.5,3300,6.79e+006,100542
4684,3300,6.79e+006,100552
4684.5,3300,6.79e+006,100563
4685,3300,6.3101e+006,100573
4685.5,3300,6.3101e+006,100584
4686,3300,6.3101e+006,100594
4686.5,3300,6.3901e+006,100604
4687,3300,6.3901e+006,100615
4687.5,3300,6.3901e+006,100625
4688,3300,6.3901e+006,100636
4688.5,3300,6.3901e+006,100647
4689,3300,6.3901e+006,100658
4689.5,3300,6.55e+006,100669
4690,3300,6.55e+006,100679
4690.5,3300,6.55e+006,100690
4691,3300,6.55e+006,100701
4691.5,3300,6.55e+006,100712
4692,3300,6.55e+006,100722
4692.5,3300,6.4701e+006,100733
4693,3300,6.4701e+006,100744
4693.5,3300,6.4701e+006,100754
4694,3300,6.3901e+006,100765
4694.5,3300,6.3901e+006,100775
4695,3300,6.3901e+006,100786
4695.5,3300,6.3901e+006,100796
4696,3300,6.3901e+006,100808
4696.5,3300,6.3901e+006,100819
4697,3300,6.9499e+006,100831
4697.5,3300,6.9499e+006,100842
4698,3300,6.9499e+006,100854
4698.5,3300,7.0299e+006,100865
4699,3300,7.0299e+006,100876
4699.5,3300,7.0299e+006,100888
4700,3300,6.79e+006,100899
4700.5,3300,6.79e+006,100910
4701,3300,6.79e+006,100920
4701.5,3300,6.4701e+006,100931
4702,3300,6.4701e+006,100941
4702.5,3300,6.4701e+006,100952
4703,3300,6.2301e+006,100962
4703.5,3300,6.2301e+006,100972
4704,3300,6.2301e+006,100982
4704.5,3300,6.3101e+006,100993
4705,3300,6.3101e+006,101003
4705.5,3300,6.3101e+006,101014
4706,3300,6.3901e+006,101025
4706.5,3300,6.3901e+006,101035
4707,3300,6.3901e+006,101046
4707.5,3300,6.55e+006,101057
4708,3300,6.55e+006,101068
4708.5,3300,6.55e+006,101079
4709,3300,6.55e+006,101090
4709.5,3300,6.55e+006,101100
4710,3300,6.55e+006,101111
4710.5,3300,6.4701e+006,101122
4711,3300,6.4701e+006,101133
4711.5,3300,6.4701e+006,101143
4712,3300,6.55e+006,101154
4712.5,3300,6.55e+006,101165
4713,3300,6.55e+006,101177
4713.5,3300,6.79e+006,101188
4714,3300,6.79e+006,101199
4714.5,3300,6.79e+006,101210
4715,3300,6.71e+006,101221
4715.5,3300,6.71e+006,101232
4716,3300,6.71e+006,101243
4716.5,3300,6.8699e+006,101255
4717,3300,6.8699e+006,101266
4717.5,3300,6.8699e+006,101277
4718,3300,6.71e+006,101288
4718.5,3300,6.71e+006,101299
4719,3300,6.71e+006,101309
4719.5,3300,6.3101e+006,101319
4720,3300,6.3101e+006,101330
4720.5,3300,6.3101e+006,101340
4721,3300,6.3901e+006,101351
4721.5,3300,6.3901e+006,101362
4722,3300,6.3901e+006,101372
4722.5,3300,6.3901e+006,101383
4723,3300,6.3901e+006,101393
4723.5,3300,6.3901e+006,101404
4724,3300,6.3901e+006,101414
4724.5,3300,6.3901e+006,101425
4725,3300,6.3901e+006,101435
4725.5,3300,6.3101e+006,101445
4726,3300,6.3101e+006,101456
4726.5,3300,6.3101e+006,101467
4727,3300,6.55e+006,101478
4727.5,3300,6.55e+006,101489
4728,3300,6.55e+006,101500
4728.5,3300,6.55e+006,101510
4729,3300,6.55e+006,101522
4729.5,3300,6.55e+006,101533
4730,3300,6.8699e+006,101544
4730.5,3300,6.8699e+006,101556
4731,3300,6.8699e+006,101567
4731.5,3300,6.8699e+006,101578
4732,3300,6.8699e+006,101590
4732.5,3300,6.8699e+006,101601
4733,3300,6.79e+006,101612
4733.5,3300,6.79e+006,101623
4734,3300,6.79e+006,101633
4734.5,3300,6.3901e+006,101644
4735,3300,6.3901e+006,101654
4735.5,3300,6.3901e+006,101665
4736,3300,6.3101e+006,101675
4736.5,3300,6.3101e+006,101685
4737,3300,6.3101e+006,101696
4737.5,3300,6.63e+006,101708
4738,3300,6.63e+006,101718
4738.5,3300,6.63e+006,101729
4739,3300,6.4701e+006,101740
4739.5,3300,6.4701e+006,101750
4740,3300,6.4701e+006,101761
4740.5,3300,6.4701e+006,101772
4741,3300,6.4701e+006,101782
4741.5,3300,6.4701e+006,101793
4742,3300,6.4701e+006,101804
4742.5,3300,6.4701e+006,101814
4743,3300,6.4701e+006,101825
4743.5,3300,6.3901e+006,101835
4744,3300,6.3901e+006,101846
4744.5,3300,6.3901e+006,101856
4745,3300,6.3101e+006,101867
4745.5,3300,6.3101e+006,101878
4746,3300,6.3101e+006,101889
4746.5,3300,6.8699e+006,101901
4747,3300,6.8699e+006,101912
4747.5,3300,6.8699e+006,101923
4748,3300,6.8699e+006,101935
4748.5,3300,6.8699e+006,101946
4749,3300,6.8699e+006,101958
4749.5,3300,6.8699e+006,101969
4750,3300,6.8699e+006,101979
4750.5,3300,6.8699e+006,101990
4751,3300,6.55e+006,102001
4751.5,3300,6.55e+006,102012
4752,3300,6.55e+006,102022
4752.5,3300,6.3101e+006,102032
4753,3300,6.3101e+006,102043
4753.5,3300,6.3101e+006,102053
4754,3300,6.3101e+006,102063
4754.5,3300,6.3101e+006,102074
4755,3300,6.3101e+006,102084
4755.5,3300,6.3901e+006,102095
4756,3300,6.3901e+006,102106
4756.5,3300,6.3901e+006,102117
4757,3300,6.63e+006,102128
4757.5,3300,6.63e+006,102139
4758,3300,6.63e+006,102150
4758.5,3300,6.63e+006,102161
4759,3300,6.63e+006,102171
4759.5,3300,6.63e+006,102182
4760,3300,6.4701e+006,102193
4760.5,3300,6.4701e+006,102203
4761,3300,6.4701e+006,102214
4761.5,3300,6.4701e+006,102225
4762,3300,6.4701e+006,102236
4762.5,3300,6.4701e+006,102247
4763,3300,6.79e+006,102258
4763.5,3300,6.79e+006,102269
4764,3300,6.79e+006,102281
4764.5,3300,6.71e+006,102292
4765,3300,6.71e+006,102303
4765.5,3300,6.71e+006,102314
4766,3300,6.63e+006,102324
4766.5,3300,6.63e+006,102336
4767,3300,6.63e+006,102346
4767.5,3300,6.55e+006,102357
4768,3300,6.55e+006,102368
4768.5,3300,6.55e+006,102378
4769,3300,6.4701e+006,102389
4769.5,3300,6.4701e+006,102399
4770,3300,6.4701e+006,102410
4770.5,3300,6.3901e+006,102421
4771,3300,6.3901e+006,102431
4771.5,3300,6.3901e+006,102442
4772,3300,6.55e+006,102453
4772.5,3300,6.55e+006,102464
4773,3300,6.55e+006,102474
4773.5,3300,6.3901e+006,102485
4774,3300,6.3901e+006,102495
4774.5,3300,6.3901e+006,102506
4775,3300,6.3901e+006,102516
4775.5,3300,6.3901e+006,102527
4776,3300,6.3901e+006,102538
4776.5,3300,6.55e+006,102549
4777,3300,6.55e+006,102560
4777.5,3300,6.55e+006,102571
4778,3300,6.71e+006,102582
4778.5,3300,6.71e+006,102593
4779,3300,6.71e+006,102604
4779.5,3300,6.8699e+006,102616
4780,3300,6.8699e+006,102627
4780.5,3300,6.8699e+006,102638
4781,3300,6.79e+006,102649
4781.5,3300,6.79e+006,102661
4782,3300,6.79e+006,102672
4782.5,3300,6.71e+006,102683
4783,3300,6.71e+006,102693
4783.5,3300,6.71e+006,102704
4784,3300,6.3901e+006,102714
4784.5,3300,6.3901e+006,102725
4785,3300,6.3901e+006,102734
4785.5,3300,6.1502e+006,102745
4786,3300,6.1502e+006,102755
4786.5,3300,6.1502e+006,102766
4787,3300,6.4701e+006,102777
4787.5,3300,6.4701e+006,102787
4788,3300,6.4701e+006,102799
4788.5,3300,6.55e+006,102809
4789,3300,6.55e+006,102820
4789.5,3300,6.55e+006,102831
4790,3300,6.55e+006,102842
4790.5,3300,6.55e+006,102852
4791,3300,6.55e+006,102863
4791.5,3300,6.4701e+006,102874
4792,3300,6.4701e+006,102885
4792.5,3300,6.4701e+006,102895
4793,3300,6.4701e+006,102906
4793.5,3300,6.4701e+006,102916
4794,3300,6.4701e+006,102927
4794.5,3300,6.55e+006,102938
4795,3300,6.55e+006,102949
4795.5,3300,6.55e+006,102960
4796,3300,6.79e+006,102972
4796.5,3300,6.79e+006,102983
4797,3300,6.79e+006,102995
4797.5,3300,7.0299e+006,103007
4798,3300,7.0299e+006,103018
4798.5,3300,7.0299e+006,103029
4799,3300,6.79e+006,103040
4799.5,3300,6.79e+006,103051
4800,3300,6.79e+006,103061
4800.5,3300,6.4701e+006,103072
4801,3300,6.4701e+006,103083
4801.5,3300,6.4701e+006,103093
4802,3300,6.2301e+006,103103
4802.5,3300,6.2301e+006,103114
4803,3300,6.2301e+006,103124
4803.5,3300,6.3901e+006,103135
4804,3300,6.3901e+006,103145
4804.5,3300,6.3901e+006,103156
4805,3300,6.3101e+006,103166
4805.5,3300,6.3101e+006,103177
4806,3300,6.3101e+006,103187
4806.5,3300,6.4701e+006,103198
4807,3300,6.4701e+006,103209
4807.5,3300,6.4701e+006,103220
4808,3300,6.55e+006,103230
4808.5,3300,6.55e+006,103241
4809,3300,6.55e+006,103252
4809.5,3300,6.55e+006,103263
4810,3300,6.55e+006,103273
4810.5,3300,6.55e+006,103284
4811,3300,6.63e+006,103296
4811.5,3300,6.63e+006,103307
4812,3300,6.63e+006,103318
4812.5,3300,6.8699e+006,103330
4813,3300,6.8699e+006,103341
4813.5,3300,6.8699e+006,103352
4814,3300,6.79e+006,103363
4814.5,3300,6.79e+006,103374
4815,3300,6.79e+006,103385
4815.5,3300,6.63e+006,103396
4816,3300,6.63e+006,103407
4816.5,3300,6.63e+006,103417
4817,3300,6.55e+006,103428
4817.5,3300,6.55e+006,103439
4818,3300,6.55e+006,103450
4818.5,3300,6.4701e+006,103460
4819,3300,6.4701e+006,103471
4819.5,3300,6.4701e+006,103481
4820,3300,6.3901e+006,103492
4820.5,3300,6.3901e+006,103503
4821,3300,6.3901e+006,103513
4821.5,3300,6.4701e+006,103524
4822,3300,6.4701e+006,103535
4822.5,3300,6.4701e+006,103545
4823,3300,6.4701e+006,103556
4823.5,3300,6.4701e+006,103566
4824,3300,6.4701e+006,103577
4824.5,3300,6.3101e+006,103587
4825,3300,6.3101e+006,103598
4825.5,3300,6.3101e+006,103608
4826,3300,6.3901e+006,103619
4826.5,3300,6.3901e+006,103630
4827,3300,6.3901e+006,103641
4827.5,3300,6.71e+006,103652
4828,3300,6.71e+006,103664
4828.5,3300,6.71e+006,103675
4829,3300,6.8699e+006,103686
4829.5,3300,6.8699e+006,103698
4830,3300,6.8699e+006,103709
4830.5,3300,6.8699e+006,103720
4831,3300,6.8699e+006,103732
4831.5,3300,6.8699e+006,103743
4832,3300,6.79e+006,103754
4832.5,3300,6.79e+006,103764
4833,3300,6.79e+006,103775
4833.5,3300,6.3901e+006,103785
4834,3300,6.3901e+006,103796
4834.5,3300,6.3901e+006,103806
4835,3300,6.2301e+006,103816
4835.5,3300,6.2301e+006,103827
4836,3300,6.2301e+006,103837
4836.5,3300,6.4701e+006,103848
4837,3300,6.4701e+006,103859
4837.5,3300,6.4701e+006,103870
4838,3300,6.71e+006,103882
4838.5,3300,6.71e+006,103892
4839,3300,6.71e+006,103903
4839.5,3300,6.4701e+006,103914
4840,3300,6.4701e+006,103924
4840.5,3300,6.4701e+006,103935
4841,3300,6.4701e+006,103946
4841.5,3300,6.4701e+006,103956
4842,3300,6.4701e+006,103967
4842.5,3300,6.3901e+006,103977
4843,3300,6.3901e+006,103988
4843.5,3300,6.3901e+006,103998
4844,3300,6.4701e+006,104009
4844.5,3300,6.4701e+006,104020
4845,3300,6.4701e+006,104031
4845.5,3300,6.79e+006,104043
4846,3300,6.79e+006,104054
4846.5,3300,6.79e+006,104065
4847,3300,6.8699e+006,104077
4847.5,3300,6.8699e+006,104088
4848,3300,6.8699e+006,104099
4848.5,3300,6.71e+006,104110
4849,3300,6.71e+006,104121
4849.5,3300,6.71e+006,104132
4850,3300,6.55e+006,104142
4850.5,3300,6.55e+006,104153
4851,3300,6.55e+006,104163
4851.5,3300,6.3101e+006,104174
4852,3300,6.3101e+006,104184
4852.5,3300,6.3101e+006,104195
4853,3300,6.4701e+006,104206
4853.5,3300,6.4701e+006,104216
4854,3300,6.4701e+006,104227
4854.5,3300,6.3901e+006,104237
4855,3300,6.3901e+006,104248
4855.5,3300,6.3901e+006,104258
4856,3300,6.3901e+006,104269
4856.5,3300,6.3901e+006,104280
4857,3300,6.3901e+006,104291
4857.5,3300,6.71e+006,104302
4858,3300,6.71e+006,104313
4858.5,3300,6.71e+006,104324
4859,3300,6.55e+006,104335
4859.5,3300,6.55e+006,104345
4860,3300,6.55e+006,104356
4860.5,3300,6.55e+006,104367
4861,3300,6.55e+006,104379
4861.5,3300,6.55e+006,104390
4862,3300,6.8699e+006,104401
4862.5,3300,6.8699e+006,104412
4863,3300,6.8699e+006,104423
4863.5,3300,6.71e+006,104434
4864,3300,6.71e+006,104445
4864.5,3300,6.71e+006,104456
4865,3300,6.55e+006,104467
4865.5,3300,6.55e+006,104477
4866,3300,6.55e+006,104488
4866.5,3300,6.4701e+006,104499
4867,3300,6.4701e+006,104509
4867.5,3300,6.4701e+006,104519
4868,3300,6.3101e+006,104530
4868.5,3300,6.3101e+006,104541
4869,3300,6.3101e+006,104552
4869.5,3300,6.55e+006,104562
