Time(ms),Voltage(mV),Current(nA),Energy(uJ)
4130.5,3300,6.55e+006,88568.5
4131,3300,6.55e+006,88579.6
4131.5,3300,6.63e+006,88590.7
4132,3300,6.63e+006,88601.7
4132.5,3300,6.63e+006,88612.4
4133,3300,6.63e+006,88623.5
4133.5,3300,6.63e+006,88634.2
4134,3300,6.63e+006,88644.4
4134.5,3300,6.3901e+006,88655.1
4135,3300,6.3901e+006,88665.8
4135.5,3300,6.3901e+006,88676.1
4136,3300,6.4701e+006,88687.1
4136.5,3300,6.4701e+006,88697.8
4137,3300,6.4701e+006,88708.5
4137.5,3300,6.71e+006,88720.3
4138,3300,6.71e+006,88731.8
4138.5,3300,6.71e+006,88743.3
4139,3300,6.8699e+006,88754.4
4139.5,3300,6.8699e+006,88765.8
4140,3300,6.8699e+006,88776.9
4140.5,3300,6.8699e+006,88788.4
4141,3300,6.8699e+006,88799.4
4141.5,3300,6.8699e+006,88810.9
4142,3300,6.71e+006,88821.6
4142.5,3300,6.71e+006,88832.3
4143,3300,6.71e+006,88842.5
4143.5,3300,6.3901e+006,88853.2
4144,3300,6.3901e+006,88863.5
4144.5,3300,6.3901e+006,88873.4
4145,3300,6.0702e+006,88883.3
4145.5,3300,6.0702e+006,88893.9
4146,3300,6.0702e+006,88904.2
4146.5,3300,6.4701e+006,88915.3
4147,3300,6.4701e+006,88926
4147.5,3300,6.4701e+006,88936.6
4148,3300,6.55e+006,88947.7
4148.5,3300,6.55e+006,88958.4
4149,3300,6.55e+006,88969.5
4149.5,3300,6.55e+006,88980.1
4150,3300,6.55e+006,88991.2
4150.5,3300,6.55e+006,89001.9
4151,3300,6.63e+006,89012.9
4151.5,3300,6.63e+006,89024
4152,3300,6.63e+006,89035.1
4152.5,3300,6.63e+006,89045.8
4153,3300,6.63e+006,89056.8
4153.5,3300,6.63e+006,89067.5
4154,3300,6.63e+006,89078.6
4154.5,3300,6.63e+006,89089.7
4155,3300,6.63e+006,89100.7
4155.5,3300,6.79e+006,89112.2
4156,3300,6.79e+006,89123.3
4156.5,3300,6.79e+006,89134.7
4157,3300,6.8699e+006,89146.2
4157.5,3300,6.8699e+006,89158.1
4158,3300,6.8699e+006,89169.1
4158.5,3300,6.79e+006,89179.8
4159,3300,6.79e+006,89190.5
4159.5,3300,6.79e+006,89201.2
4160,3300,6.55e+006,89212.2
4160.5,3300,6.55e+006,89222.5
4161,3300,6.55e+006,89232.8
4161.5,3300,6.2301e+006,89243.1
4162,3300,6.2301e+006,89253.7
4162.5,3300,6.2301e+006,89264.4
4163,3300,6.3901e+006,89274.7
4163.5,3300,6.3901e+006,89285.4
4164,3300,6.3901e+006,89295.7
4164.5,3300,6.3101e+006,89305.9
4165,3300,6.3101e+006,89316.6
4165.5,3300,6.3101e+006,89326.9
4166,3300,6.3901e+006,89337.6
4166.5,3300,6.3901e+006,89348.2
4167,3300,6.3901e+006,89359.3
4167.5,3300,6.55e+006,89370
4168,3300,6.55e+006,89381.1
4168.5,3300,6.55e+006,89391.7
4169,3300,6.63e+006,89402.8
4169.5,3300,6.63e+006,89413.5
4170,3300,6.63e+006,89424.6
4170.5,3300,6.71e+006,89436
4171,3300,6.71e+006,89447.9
4171.5,3300,6.71e+006,89459.4
4172,3300,7.0299e+006,89470.8
4172.5,3300,7.0299e+006,89482.3
4173,3300,7.0299e+006,89493.8
4173.5,3300,6.9499e+006,89505.2
4174,3300,6.9499e+006,89516.3
4174.5,3300,6.9499e+006,89527
4175,3300,6.55e+006,89537.6
4175.5,3300,6.55e+006,89548.3
4176,3300,6.55e+006,89559
4176.5,3300,6.4701e+006,89569.7
4177,3300,6.4701e+006,89580.3
4177.5,3300,6.4701e+006,89591
4178,3300,6.4701e+006,89601.7
4178.5,3300,6.4701e+006,89612.4
4179,3300,6.4701e+006,89623.1
4179.5,3300,6.4701e+006,89633.7
4180,3300,6.4701e+006,89644.4
4180.5,3300,6.4701e+006,89655.1
4181,3300,6.4701e+006,89665.8
4181.5,3300,6.4701e+006,89676.4
4182,3300,6.4701e+006,89687.1
4182.5,3300,6.4701e+006,89697.8
4183,3300,6.4701e+006,89708.5
4183.5,3300,6.4701e+006,89718.7
4184,3300,6.3901e+006,89729.4
4184.5,3300,6.3901e+006,89739.7
4185,3300,6.3901e+006,89750
4185.5,3300,6.3101e+006,89760.6
4186,3300,6.3101e+006,89771.3
4186.5,3300,6.3101e+006,89782
4187,3300,6.63e+006,89793.5
4187.5,3300,6.63e+006,89804.9
4188,3300,6.63e+006,89816.4
4188.5,3300,6.9499e+006,89827.9
4189,3300,6.9499e+006,89839.3
4189.5,3300,6.9499e+006,89850.8
4190,3300,6.9499e+006,89862.3
4190.5,3300,6.9499e+006,89873.7
4191,3300,6.9499e+006,89885.2
4191.5,3300,6.79e+006,89895.9
4192,3300,6.79e+006,89906.9
4192.5,3300,6.79e+006,89917.6
4193,3300,6.63e+006,89928.7
4193.5,3300,6.63e+006,89939
4194,3300,6.63e+006,89949.3
4194.5,3300,6.2301e+006,89959.5
4195,3300,6.2301e+006,89969.8
4195.5,3300,6.2301e+006,89980.5
4196,3300,6.3901e+006,89991.2
4196.5,3300,6.3901e+006,90001.8
4197,3300,6.3901e+006,90012.9
4197.5,3300,6.63e+006,90024
4198,3300,6.63e+006,90035.1
4198.5,3300,6.63e+006,90045.7
4199,3300,6.55e+006,90056.4
4199.5,3300,6.55e+006,90067.1
4200,3300,6.55e+006,90077.8
4200.5,3300,6.4701e+006,90088.4
4201,3300,6.4701e+006,90099.1
4201.5,3300,6.4701e+006,90109.8
4202,3300,6.4701e+006,90120.5
4202.5,3300,6.4701e+006,90131.1
4203,3300,6.4701e+006,90141.8
4203.5,3300,6.55e+006,90152.9
4204,3300,6.55e+006,90164
4204.5,3300,6.55e+006,90175
4205,3300,6.71e+006,90186.1
4205.5,3300,6.71e+006,90197.2
4206,3300,6.71e+006,90208.6
4206.5,3300,6.79e+006,90219.7
4207,3300,6.79e+006,90231.2
4207.5,3300,6.79e+006,90242.2
4208,3300,6.79e+006,90253.3
4208.5,3300,6.79e+006,90264
4209,3300,6.79e+006,90274.7
4209.5,3300,6.4701e+006,90285.3
4210,3300,6.4701e+006,90296
4210.5,3300,6.4701e+006,90306.7
4211,3300,6.4701e+006,90317.4
4211.5,3300,6.4701e+006,90328
4212,3300,6.4701e+006,90339.1
4212.5,3300,6.63e+006,90350.2
4213,3300,6.63e+006,90360.9
4213.5,3300,6.63e+006,90371.5
4214,3300,6.4701e+006,90382.2
4214.5,3300,6.4701e+006,90392.5
4215,3300,6.4701e+006,90403.2
4215.5,3300,6.3901e+006,90413.8
4216,3300,6.3901e+006,90424.5
4216.5,3300,6.3901e+006,90435.2
4217,3300,6.55e+006,90446.3
4217.5,3300,6.55e+006,90457.3
4218,3300,6.55e+006,90468
4218.5,3300,6.55e+006,90478.7
4219,3300,6.55e+006,90489.4
4219.5,3300,6.55e+006,90500.4
4220,3300,6.71e+006,90511.9
4220.5,3300,6.71e+006,90523
4221,3300,6.71e+006,90534.4
4221.5,3300,6.8699e+006,90545.9
4222,3300,6.8699e+006,90557
4222.5,3300,6.8699e+006,90568.1
4223,3300,6.79e+006,90579.5
4223.5,3300,6.79e+006,90590.6
4224,3300,6.79e+006,90600.9
4224.5,3300,6.4701e+006,90611.6
4225,3300,6.4701e+006,90621.8
4225.5,3300,6.4701e+006,90632.5
4226,3300,6.3101e+006,90642.8
4226.5,3300,6.3101e+006,90653.1
4227,3300,6.3101e+006,90663.7
4227.5,3300,6.3901e+006,90674.4
4228,3300,6.3901e+006,90685.1
4228.5,3300,6.3901e+006,90696.2
4229,3300,6.55e+006,90706.8
4229.5,3300,6.55e+006,90717.5
4230,3300,6.55e+006,90728.6
4230.5,3300,6.55e+006,90739.3
4231,3300,6.55e+006,90750.3
4231.5,3300,6.55e+006,90761.4
4232,3300,6.71e+006,90772.5
4232.5,3300,6.71e+006,90783.2
4233,3300,6.71e+006,90793.8
4233.5,3300,6.4701e+006,90804.5
4234,3300,6.4701e+006,90815.2
4234.5,3300,6.4701e+006,90825.9
4235,3300,6.3901e+006,90836.1
4235.5,3300,6.3901e+006,90846.8
4236,3300,6.3901e+006,90857.9
4236.5,3300,6.71e+006,90869.3
4237,3300,6.71e+006,90880.8
4237.5,3300,6.71e+006,90892.7
4238,3300,7.0299e+006,90904.1
4238.5,3300,7.0299e+006,90915.6
4239,3300,7.0299e+006,90926.7
4239.5,3300,6.79e+006,90937.8
4240,3300,6.79e+006,90949.2
4240.5,3300,6.79e+006,90959.9
4241,3300,6.63e+006,90970.6
4241.5,3300,6.63e+006,90981.3
4242,3300,6.63e+006,90991.9
4242.5,3300,6.4701e+006,91002.6
4243,3300,6.4701e+006,91012.5
4243.5,3300,6.4701e+006,91022.8
4244,3300,6.1502e+006,91033
4244.5,3300,6.1502e+006,91043.3
4245,3300,6.1502e+006,91053.6
4245.5,3300,6.3101e+006,91064.3
4246,3300,6.3101e+006,91075
4246.5,3300,6.3101e+006,91085.6
4247,3300,6.4701e+006,91096.3
4247.5,3300,6.4701e+006,91107.4
4248,3300,6.4701e+006,91118.1
4248.5,3300,6.63e+006,91129.1
4249,3300,6.63e+006,91139.8
4249.5,3300,6.63e+006,91150.5
4250,3300,6.55e+006,91161.5
4250.5,3300,6.55e+006,91172.6
4251,3300,6.55e+006,91183.3
4251.5,3300,6.63e+006,91194.4
4252,3300,6.63e+006,91205.4
4252.5,3300,6.63e+006,91216.5
4253,3300,6.79e+006,91228
4253.5,3300,6.79e+006,91239.4
4254,3300,6.79e+006,91250.5
4254.5,3300,6.79e+006,91261.6
4255,3300,6.79e+006,91272.7
4255.5,3300,6.79e+006,91284.1
4256,3300,6.79e+006,91295.2
4256.5,3300,6.79e+006,91306.7
4257,3300,6.79e+006,91317.3
4257.5,3300,6.71e+006,91328.4
4258,3300,6.71e+006,91339.5
4258.5,3300,6.71e+006,91350.2
4259,3300,6.55e+006,91360.8
4259.5,3300,6.55e+006,91370.7
4260,3300,6.55e+006,91381.4
4260.5,3300,6.2301e+006,91391.7
4261,3300,6.2301e+006,91402.4
4261.5,3300,6.2301e+006,91413
4262,3300,6.4701e+006,91423.7
4262.5,3300,6.4701e+006,91434.4
4263,3300,6.4701e+006,91444.7
4263.5,3300,6.3901e+006,91455.3
4264,3300,6.3901e+006,91465.6
4264.5,3300,6.3901e+006,91476.3
4265,3300,6.3101e+006,91486.6
4265.5,3300,6.3101e+006,91497.2
4266,3300,6.3101e+006,91507.5
4266.5,3300,6.4701e+006,91518.6
4267,3300,6.4701e+006,91529.3
4267.5,3300,6.4701e+006,91539.9
4268,3300,6.55e+006,91551
4268.5,3300,6.55e+006,91562.1
4269,3300,6.55e+006,91573.2
4269.5,3300,6.79e+006,91584.6
4270,3300,6.79e+006,91596.1
4270.5,3300,6.79e+006,91607.6
4271,3300,6.9499e+006,91619
4271.5,3300,6.9499e+006,91630.5
4272,3300,6.9499e+006,91642
4272.5,3300,6.9499e+006,91653.4
4273,3300,6.9499e+006,91664.5
4273.5,3300,6.9499e+006,91675.2
4274,3300,6.55e+006,91685.9
4274.5,3300,6.55e+006,91696.1
4275,3300,6.55e+006,91706.8
4275.5,3300,6.3101e+006,91717.1
4276,3300,6.3101e+006,91727.4
4276.5,3300,6.3101e+006,91738
4277,3300,6.3901e+006,91748.7
4277.5,3300,6.3901e+006,91759.8
4278,3300,6.3901e+006,91770.9
4278.5,3300,6.63e+006,91781.5
4279,3300,6.63e+006,91792.2
4279.5,3300,6.63e+006,91802.9
4280,3300,6.3901e+006,91813.2
4280.5,3300,6.3901e+006,91824.2
4281,3300,6.3901e+006,91834.5
4281.5,3300,6.4701e+006,91845.2
4282,3300,6.4701e+006,91855.9
4282.5,3300,6.4701e+006,91866.5
4283,3300,6.4701e+006,91877.2
4283.5,3300,6.4701e+006,91887.5
4284,3300,6.4701e+006,91897.8
4284.5,3300,6.3101e+006,91908.5
4285,3300,6.3101e+006,91919.1
4285.5,3300,6.3101e+006,91930.2
4286,3300,6.63e+006,91941.3
4286.5,3300,6.63e+006,91952.7
4287,3300,6.63e+006,91964.2
4287.5,3300,6.8699e+006,91975.3
4288,3300,6.8699e+006,91986.8
4288.5,3300,6.8699e+006,91998.2
4289,3300,6.9499e+006,92009.7
4289.5,3300,6.9499e+006,92020.8
4290,3300,6.9499e+006,92031.8
4290.5,3300,6.63e+006,92042.5
4291,3300,6.63e+006,92053.6
4291.5,3300,6.63e+006,92064.3
4292,3300,6.55e+006,92074.9
4292.5,3300,6.55e+006,92085.2
4293,3300,6.55e+006,92095.5
4293.5,3300,6.3101e+006,92106.2
4294,3300,6.3101e+006,92116.8
4294.5,3300,6.3101e+006,92127.1
4295,3300,6.3901e+006,92137.8
4295.5,3300,6.3901e+006,92148.1
4296,3300,6.3901e+006,92158.7
4296.5,3300,6.4701e+006,92169.8
4297,3300,6.4701e+006,92180.5
4297.5,3300,6.4701e+006,92191.6
4298,3300,6.63e+006,92202.6
4298.5,3300,6.63e+006,92213.3
4299,3300,6.63e+006,92224
4299.5,3300,6.4701e+006,92234.7
4300,3300,6.4701e+006,92245.3
4300.5,3300,6.4701e+006,92256
4301,3300,6.4701e+006,92266.7
4301.5,3300,6.4701e+006,92277.4
4302,3300,6.4701e+006,92288.8
4302.5,3300,6.71e+006,92299.9
4303,3300,6.71e+006,92311
4303.5,3300,6.71e+006,92322.4
4304,3300,6.71e+006,92333.1
4304.5,3300,6.71e+006,92344.2
4305,3300,6.71e+006,92355.3
4305.5,3300,6.71e+006,92366.3
4306,3300,6.71e+006,92377.4
4306.5,3300,6.71e+006,92388.1
4307,3300,6.55e+006,92398.8
4307.5,3300,6.55e+006,92409.4
4308,3300,6.55e+006,92420.5
4308.5,3300,6.55e+006,92431.2
4309,3300,6.55e+006,92441.5
4309.5,3300,6.55e+006,92451.7
4310,3300,6.3101e+006,92462.4
4310.5,3300,6.3101e+006,92473.5
4311,3300,6.3101e+006,92484.2
4311.5,3300,6.63e+006,92495.2
4312,3300,6.63e+006,92505.9
4312.5,3300,6.63e+006,92516.6
4313,3300,6.4701e+006,92527.3
4313.5,3300,6.4701e+006,92537.9
4314,3300,6.4701e+006,92548.6
4314.5,3300,6.3901e+006,92558.9
4315,3300,6.3901e+006,92569.6
4315.5,3300,6.3901e+006,92580.2
4316,3300,6.4701e+006,92590.9
4316.5,3300,6.4701e+006,92601.6
4317,3300,6.4701e+006,92612.7
4317.5,3300,6.63e+006,92623.7
4318,3300,6.63e+006,92634.8
4318.5,3300,6.63e+006,92646.3
4319,3300,6.8699e+006,92657.7
4319.5,3300,6.8699e+006,92668.8
4320,3300,6.8699e+006,92679.9
4320.5,3300,6.79e+006,92691.4
4321,3300,6.79e+006,92702.4
4321.5,3300,6.79e+006,92713.9
4322,3300,6.79e+006,92725
4322.5,3300,6.79e+006,92735.6
4323,3300,6.79e+006,92746.3
4323.5,3300,6.3901e+006,92756.6
4324,3300,6.3901e+006,92767.3
4324.5,3300,6.3901e+006,92777.5
4325,3300,6.3101e+006,92787.8
4325.5,3300,6.3101e+006,92797.7
4326,3300,6.3101e+006,92808.4
4326.5,3300,6.3101e+006,92819.1
4327,3300,6.3101e+006,92829.7
4327.5,3300,6.3101e+006,92840.8
4328,3300,6.55e+006,92851.5
4328.5,3300,6.55e+006,92862.2
4329,3300,6.55e+006,92873.2
4329.5,3300,6.55e+006,92883.9
4330,3300,6.55e+006,92894.6
4330.5,3300,6.55e+006,92905.3
4331,3300,6.55e+006,92916.3
4331.5,3300,6.55e+006,92927
4332,3300,6.55e+006,92938.1
4332.5,3300,6.55e+006,92948.8
4333,3300,6.55e+006,92959.4
4333.5,3300,6.55e+006,92970.1
4334,3300,6.3901e+006,92980.4
4334.5,3300,6.3901e+006,92991.5
4335,3300,6.3901e+006,93002.5
4335.5,3300,6.71e+006,93013.6
4336,3300,6.71e+006,93025.1
4336.5,3300,6.71e+006,93036.5
4337,3300,6.9499e+006,93048
4337.5,3300,6.9499e+006,93059.5
4338,3300,6.9499e+006,93071.3
4338.5,3300,7.0299e+006,93082.8
4339,3300,7.0299e+006,93093.5
4339.5,3300,7.0299e+006,93104.2
4340,3300,6.3901e+006,93114.4
4340.5,3300,6.3901e+006,93125.1
4341,3300,6.3901e+006,93135.8
4341.5,3300,6.3901e+006,93146.1
4342,3300,6.3901e+006,93156.3
4342.5,3300,6.3901e+006,93166.6
4343,3300,6.3101e+006,93177.3
4343.5,3300,6.3101e+006,93187.6
4344,3300,6.3101e+006,93197.9
4344.5,3300,6.3101e+006,93208.5
4345,3300,6.3101e+006,93218.8
4345.5,3300,6.3101e+006,93229.5
4346,3300,6.3901e+006,93240.2
4346.5,3300,6.3901e+006,93250.8
4347,3300,6.3901e+006,93261.5
4347.5,3300,6.55e+006,93272.6
4348,3300,6.55e+006,93283.3
4348.5,3300,6.55e+006,93294.3
4349,3300,6.55e+006,93305
4349.5,3300,6.55e+006,93315.7
4350,3300,6.55e+006,93326.4
4350.5,3300,6.55e+006,93337.4
4351,3300,6.55e+006,93348.5
4351.5,3300,6.55e+006,93360.4
4352,3300,6.8699e+006,93371.4
4352.5,3300,6.8699e+006,93382.9
4353,3300,6.8699e+006,93394
4353.5,3300,6.8699e+006,93405.4
4354,3300,6.8699e+006,93416.5
4354.5,3300,6.8699e+006,93427.6
4355,3300,6.71e+006,93438.7
4355.5,3300,6.71e+006,93449.3
4356,3300,6.71e+006,93460
4356.5,3300,6.4701e+006,93470.7
4357,3300,6.4701e+006,93481.8
4357.5,3300,6.4701e+006,93492.8
4358,3300,6.55e+006,93503.1
4358.5,3300,6.55e+006,93513.8
4359,3300,6.55e+006,93524.1
4359.5,3300,6.3901e+006,93534.7
4360,3300,6.3901e+006,93545.4
4360.5,3300,6.3901e+006,93556.1
4361,3300,6.4701e+006,93566.8
4361.5,3300,6.4701e+006,93577.4
4362,3300,6.4701e+006,93587.7
4362.5,3300,6.3901e+006,93598.4
4363,3300,6.3901e+006,93609.1
4363.5,3300,6.3901e+006,93619.4
4364,3300,6.3901e+006,93630
4364.5,3300,6.3901e+006,93640.3
4365,3300,6.3901e+006,93650.6
4365.5,3300,6.3101e+006,93661.3
4366,3300,6.3101e+006,93671.9
4366.5,3300,6.3101e+006,93682.6
4367,3300,6.4701e+006,93693.3
4367.5,3300,6.4701e+006,93704.8
4368,3300,6.4701e+006,93716.2
4368.5,3300,6.9499e+006,93727.7
4369,3300,6.9499e+006,93739.2
4369.5,3300,6.9499e+006,93750.6
4370,3300,6.9499e+006,93762.1
4370.5,3300,6.9499e+006,93773.2
4371,3300,6.9499e+006,93784.6
4371.5,3300,6.8699e+006,93796.1
4372,3300,6.8699e+006,93806.8
4372.5,3300,6.8699e+006,93817.5
4373,3300,6.4701e+006,93828.1
4373.5,3300,6.4701e+006,93838.8
4374,3300,6.4701e+006,93849.5
4374.5,3300,6.3101e+006,93859.4
4375,3300,6.3101e+006,93869.6
4375.5,3300,6.3101e+006,93879.9
4376,3300,6.3101e+006,93890.6
4376.5,3300,6.3101e+006,93901.7
4377,3300,6.3101e+006,93912.3
4377.5,3300,6.63e+006,93923.4
4378,3300,6.63e+006,93934.5
4378.5,3300,6.63e+006,93945.2
4379,3300,6.55e+006,93955.8
4379.5,3300,6.55e+006,93966.5
4380,3300,6.55e+006,93977.2
4380.5,3300,6.4701e+006,93987.9
4381,3300,6.4701e+006,93998.5
4381.5,3300,6.4701e+006,94009.2
4382,3300,6.4701e+006,94019.9
4382.5,3300,6.4701e+006,94030.2
4383,3300,6.4701e+006,94040.8
4383.5,3300,6.3101e+006,94051.1
4384,3300,6.3101e+006,94062.2
4384.5,3300,6.3101e+006,94073.3
4385,3300,6.71e+006,94084.3
4385.5,3300,6.71e+006,94095.4
4386,3300,6.71e+006,94106.9
4386.5,3300,6.79e+006,94118
4387,3300,6.79e+006,94129.4
4387.5,3300,6.79e+006,94140.9
4388,3300,6.9499e+006,94152.4
4388.5,3300,6.9499e+006,94163
4389,3300,6.9499e+006,94174.1
4389.5,3300,6.55e+006,94184.8
4390,3300,6.55e+006,94195.5
4390.5,3300,6.55e+006,94206.1
4391,3300,6.3901e+006,94216.4
4391.5,3300,6.3901e+006,94227.1
4392,3300,6.3901e+006,94237.8
4392.5,3300,6.4701e+006,94248.4
4393,3300,6.4701e+006,94259.1
4393.5,3300,6.4701e+006,94269.8
4394,3300,6.3901e+006,94280.1
4394.5,3300,6.3901e+006,94290.7
4395,3300,6.3901e+006,94301
4395.5,3300,6.3901e+006,94311.7
4396,3300,6.3901e+006,94322.4
4396.5,3300,6.3901e+006,94333.4
4397,3300,6.55e+006,94344.1
4397.5,3300,6.55e+006,94355.2
4398,3300,6.55e+006,94366.3
4398.5,3300,6.63e+006,94376.9
4399,3300,6.63e+006,94388
4399.5,3300,6.63e+006,94398.3
4400,3300,6.4701e+006,94409
4400.5,3300,6.4701e+006,94420.4
4401,3300,6.4701e+006,94431.5
4401.5,3300,6.8699e+006,94443
4402,3300,6.8699e+006,94454
4402.5,3300,6.8699e+006,94465.1
4403,3300,6.71e+006,94476.2
4403.5,3300,6.71e+006,94487.3
4404,3300,6.71e+006,94498.3
4404.5,3300,6.63e+006,94509
4405,3300,6.63e+006,94519.7
4405.5,3300,6.63e+006,94530
4406,3300,6.3901e+006,94540.6
4406.5,3300,6.3901e+006,94551.3
4407,3300,6.3901e+006,94562
4407.5,3300,6.4701e+006,94572.7
4408,3300,6.4701e+006,94582.9
4408.5,3300,6.4701e+006,94593.6
4409,3300,6.4701e+006,94604.7
4409.5,3300,6.4701e+006,94615.4
4410,3300,6.4701e+006,94626
4410.5,3300,6.4701e+006,94636.7
4411,3300,6.4701e+006,94647.8
4411.5,3300,6.4701e+006,94658.5
4412,3300,6.55e+006,94669.1
4412.5,3300,6.55e+006,94679.8
4413,3300,6.55e+006,94690.5
4413.5,3300,6.4701e+006,94701.2
4414,3300,6.4701e+006,94711.8
4414.5,3300,6.4701e+006,94722.1
4415,3300,6.3901e+006,94732.8
4415.5,3300,6.3901e+006,94743.5
4416,3300,6.3901e+006,94754.1
4416.5,3300,6.55e+006,94765.2
4417,3300,6.55e+006,94776.7
4417.5,3300,6.55e+006,94788.5
4418,3300,7.0299e+006,94800
4418.5,3300,7.0299e+006,94811.5
4419,3300,7.0299e+006,94822.6
4419.5,3300,6.79e+006,94833.6
4420,3300,6.79e+006,94845.1
4420.5,3300,6.79e+006,94856.2
4421,3300,6.79e+006,94867.2
4421.5,3300,6.79e+006,94877.9
4422,3300,6.79e+006,94888.2
4422.5,3300,6.3901e+006,94898.9
4423,3300,6.3901e+006,94909.5
4423.5,3300,6.3901e+006,94919.4
4424,3300,6.2301e+006,94929.7
4424.5,3300,6.2301e+006,94939.6
4425,3300,6.2301e+006,94950.3
4425.5,3300,6.2301e+006,94960.5
4426,3300,6.2301e+006,94971.2
4426.5,3300,6.2301e+006,94981.9
4427,3300,6.55e+006,94993
4427.5,3300,6.55e+006,95003.6
4428,3300,6.55e+006,95014.7
4428.5,3300,6.55e+006,95025.4
4429,3300,6.55e+006,95036.1
4429.5,3300,6.55e+006,95047.1
4430,3300,6.55e+006,95057.8
4430.5,3300,6.55e+006,95068.5
4431,3300,6.55e+006,95079.2
4431.5,3300,6.4701e+006,95089.8
4432,3300,6.4701e+006,95100.9
4432.5,3300,6.4701e+006,95111.6
4433,3300,6.63e+006,95122.7
4433.5,3300,6.63e+006,95133.7
4434,3300,6.63e+006,95144.8
4434.5,3300,6.71e+006,95155.9
4435,3300,6.71e+006,95166.9
4435.5,3300,6.71e+006,95178.4
4436,3300,6.79e+006,95189.5
4436.5,3300,6.79e+006,95200.9
4437,3300,6.79e+006,95212.4
4437.5,3300,6.9499e+006,95223.9
4438,3300,6.9499e+006,95235
4438.5,3300,6.9499e+006,95245.6
4439,3300,6.55e+006,95256.3
4439.5,3300,6.55e+006,95266.6
4440,3300,6.55e+006,95276.9
4440.5,3300,6.2301e+006,95287.1
4441,3300,6.2301e+006,95297.8
4441.5,3300,6.2301e+006,95308.1
4442,3300,6.3901e+006,95318.8
4442.5,3300,6.3901e+006,95329.5
4443,3300,6.3901e+006,95340.1
4443.5,3300,6.3901e+006,95350.4
4444,3300,6.3901e+006,95360.7
4444.5,3300,6.3901e+006,95371.4
4445,3300,6.3101e+006,95381.6
4445.5,3300,6.3101e+006,95392.3
4446,3300,6.3101e+006,95403
4446.5,3300,6.4701e+006,95413.7
4447,3300,6.4701e+006,95424.7
4447.5,3300,6.4701e+006,95435
4448,3300,6.55e+006,95446.1
4448.5,3300,6.55e+006,95456.8
4449,3300,6.55e+006,95467.8
4449.5,3300,6.63e+006,95478.9
4450,3300,6.63e+006,95490.4
4450.5,3300,6.63e+006,95501.4
4451,3300,6.8699e+006,95512.9
4451.5,3300,6.8699e+006,95524.4
4452,3300,6.8699e+006,95535.9
4452.5,3300,6.8699e+006,95546.9
4453,3300,6.8699e+006,95558.4
4453.5,3300,6.8699e+006,95569.5
4454,3300,6.71e+006,95580.1
4454.5,3300,6.71e+006,95590.4
4455,3300,6.71e+006,95601.1
4455.5,3300,6.3901e+006,95611.8
4456,3300,6.3901e+006,95622.4
4456.5,3300,6.3901e+006,95632.7
4457,3300,6.3901e+006,95643.4
4457.5,3300,6.3901e+006,95654.1
4458,3300,6.3901e+006,95665.1
4458.5,3300,6.55e+006,95675.8
4459,3300,6.55e+006,95686.5
4459.5,3300,6.55e+006,95697.2
4460,3300,6.4701e+006,95707.8
4460.5,3300,6.4701e+006,95718.5
4461,3300,6.4701e+006,95729.2
4461.5,3300,6.4701e+006,95739.9
4462,3300,6.4701e+006,95750.6
4462.5,3300,6.4701e+006,95760.8
4463,3300,6.3901e+006,95771.5
4463.5,3300,6.3901e+006,95781.8
4464,3300,6.3901e+006,95792.5
4464.5,3300,6.3101e+006,95802.7
4465,3300,6.3101e+006,95813.4
4465.5,3300,6.3101e+006,95823.7
4466,3300,6.4701e+006,95834.8
4466.5,3300,6.4701e+006,95846.2
4467,3300,6.4701e+006,95857.7
4467.5,3300,6.9499e+006,95869.2
4468,3300,6.9499e+006,95880.6
4468.5,3300,6.9499e+006,95892.1
4469,3300,6.9499e+006,95903.6
4469.5,3300,6.9499e+006,95914.6
4470,3300,6.9499e+006,95926.1
4470.5,3300,6.71e+006,95936.8
4471,3300,6.71e+006,95947.9
4471.5,3300,6.71e+006,95958.5
4472,3300,6.55e+006,95969.2
4472.5,3300,6.55e+006,95979.9
4473,3300,6.55e+006,95990.2
4473.5,3300,6.2301e+006,96000
4474,3300,6.2301e+006,96010.3
4474.5,3300,6.2301e+006,96021
4475,3300,6.3901e+006,96031.7
4475.5,3300,6.3901e+006,96042
4476,3300,6.3901e+006,96052.6
4476.5,3300,6.4701e+006,96063.7
4477,3300,6.4701e+006,96074.8
4477.5,3300,6.4701e+006,96085.8
4478,3300,6.71e+006,96096.9
4478.5,3300,6.71e+006,96107.6
4479,3300,6.71e+006,96118.3
4479.5,3300,6.3901e+006,96128.6
4480,3300,6.3901e+006,96139.2
4480.5,3300,6.3901e+006,96149.9
4481,3300,6.4701e+006,96160.6
4481.5,3300,6.4701e+006,96171.3
4482,3300,6.4701e+006,96181.9
4482.5,3300,6.55e+006,96193
4483,3300,6.55e+006,96204.1
4483.5,3300,6.55e+006,96215.1
4484,3300,6.71e+006,96226.2
4484.5,3300,6.71e+006,96237.3
4485,3300,6.71e+006,96248.4
4485.5,3300,6.71e+006,96259.4
4486,3300,6.71e+006,96270.9
4486.5,3300,6.71e+006,96282
4487,3300,6.71e+006,96292.6
4487.5,3300,6.71e+006,96303.7
4488,3300,6.71e+006,96314.4
4488.5,3300,6.63e+006,96325.5
4489,3300,6.63e+006,96336.1
4489.5,3300,6.63e+006,96346.4
